YYYYMM,ZIPCODE,CITY,STATE,TOTAL FROM ZIP,TOTAL BUSINESS,TOTAL FAMILY,TOTAL INDIVIDUAL,TOTAL PERM,TOTAL TEMP,TOTAL TO ZIP,TOTAL BUSINESS,TOTAL FAMILY,TOTAL INDIVIDUAL,TOTAL PERM,TOTAL TEMP
201812,="27571",ROLESVILLE                  ,NC,00000039,00000000,00000012,00000027,00000038,00000000,00000068,00000000,00000034,00000030,00000064,00000000
201812,="27572",ROUGEMONT                   ,NC,00000018,00000000,00000000,00000011,00000017,00000000,00000023,00000000,00000000,00000015,00000023,00000000
201812,="27573",ROXBORO                     ,NC,00000066,00000000,00000022,00000041,00000061,00000000,00000069,00000000,00000015,00000052,00000065,00000000
201812,="27574",ROXBORO                     ,NC,00000051,00000000,00000017,00000033,00000049,00000000,00000057,00000000,00000020,00000035,00000052,00000000
201812,="27576",SELMA                       ,NC,00000088,00000000,00000036,00000049,00000081,00000000,00000089,00000000,00000022,00000061,00000079,00000000
201812,="27577",SMITHFIELD                  ,NC,00000132,00000000,00000037,00000091,00000123,00000000,00000149,00000000,00000047,00000098,00000139,00000000
201812,="27581",STEM                        ,NC,00000020,00000000,00000000,00000015,00000020,00000000,00000016,00000000,00000000,00000013,00000016,00000000
201812,="27583",TIMBERLAKE                  ,NC,00000024,00000000,00000000,00000015,00000024,00000000,00000025,00000000,00000000,00000020,00000025,00000000
201812,="27587",WAKE FOREST                 ,NC,00000376,00000016,00000161,00000199,00000350,00000026,00000477,00000025,00000180,00000272,00000433,00000044
201812,="27588",WAKE FOREST                 ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000015,00000000
201812,="27589",WARRENTON                   ,NC,00000029,00000000,00000020,00000000,00000028,00000000,00000036,00000000,00000017,00000019,00000032,00000000
201812,="27591",WENDELL                     ,NC,00000103,00000000,00000038,00000059,00000099,00000000,00000157,00000000,00000052,00000101,00000149,00000000
201812,="27592",WILLOW SPRING               ,NC,00000072,00000000,00000032,00000036,00000071,00000000,00000098,00000000,00000039,00000054,00000093,00000000
201812,="27596",YOUNGSVILLE                 ,NC,00000096,00000000,00000031,00000059,00000094,00000000,00000128,00000000,00000056,00000067,00000120,00000000
201812,="27597",ZEBULON                     ,NC,00000127,00000000,00000050,00000073,00000116,00000011,00000189,00000000,00000064,00000118,00000181,00000000
201812,="27601",RALEIGH                     ,NC,00000160,00000029,00000025,00000106,00000157,00000000,00000116,00000000,00000015,00000091,00000108,00000000
201812,="27603",RALEIGH                     ,NC,00000406,00000016,00000109,00000281,00000388,00000018,00000398,00000011,00000118,00000269,00000374,00000024
201812,="27604",RALEIGH                     ,NC,00000371,00000011,00000114,00000246,00000355,00000016,00000313,00000000,00000070,00000239,00000296,00000017
201812,="27605",RALEIGH                     ,NC,00000124,00000017,00000017,00000090,00000117,00000000,00000090,00000000,00000015,00000067,00000082,00000000
201812,="27606",RALEIGH                     ,NC,00000451,00000000,00000130,00000317,00000418,00000033,00000343,00000000,00000066,00000268,00000322,00000021
201812,="27607",RALEIGH                     ,NC,00000230,00000000,00000050,00000172,00000218,00000012,00000168,00000000,00000036,00000125,00000162,00000000
201812,="27608",RALEIGH                     ,NC,00000076,00000000,00000019,00000054,00000070,00000000,00000080,00000000,00000019,00000056,00000072,00000000
201812,="27609",RALEIGH                     ,NC,00000392,00000021,00000085,00000286,00000383,00000000,00000374,00000017,00000072,00000285,00000345,00000029
201812,="27610",RALEIGH                     ,NC,00000467,00000000,00000144,00000319,00000445,00000022,00000467,00000000,00000158,00000299,00000443,00000024
201812,="27611",RALEIGH                     ,NC,00000015,00000000,00000000,00000000,00000014,00000000,00000036,00000000,00000000,00000021,00000030,00000000
201812,="27612",RALEIGH                     ,NC,00000466,00000029,00000117,00000320,00000439,00000027,00000400,00000017,00000097,00000286,00000384,00000016
201812,="27613",RALEIGH                     ,NC,00000339,00000000,00000121,00000212,00000324,00000015,00000292,00000000,00000071,00000213,00000272,00000020
201812,="27614",RALEIGH                     ,NC,00000228,00000000,00000091,00000127,00000215,00000013,00000250,00000000,00000094,00000148,00000234,00000016
201812,="27615",RALEIGH                     ,NC,00000334,00000018,00000101,00000215,00000315,00000019,00000276,00000015,00000071,00000190,00000259,00000017
201812,="27616",RALEIGH                     ,NC,00000411,00000013,00000111,00000287,00000394,00000017,00000467,00000013,00000136,00000318,00000447,00000020
201812,="27617",RALEIGH                     ,NC,00000299,00000021,00000067,00000211,00000290,00000000,00000257,00000014,00000069,00000174,00000243,00000014
201812,="27620",RALEIGH                     ,NC,00000015,00000000,00000000,00000011,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27624",RALEIGH                     ,NC,00000015,00000000,00000000,00000000,00000013,00000000,00000030,00000016,00000000,00000000,00000028,00000000
201812,="27627",RALEIGH                     ,NC,00000012,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27629",RALEIGH                     ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000015,00000000,00000000,00000000,00000014,00000000
201812,="27701",DURHAM                      ,NC,00000232,00000016,00000054,00000162,00000209,00000023,00000203,00000000,00000034,00000161,00000188,00000015
201812,="27702",DURHAM                      ,NC,00000011,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27703",DURHAM                      ,NC,00000426,00000012,00000115,00000299,00000392,00000034,00000517,00000018,00000159,00000340,00000494,00000023
201812,="27704",DURHAM                      ,NC,00000310,00000000,00000091,00000213,00000299,00000011,00000271,00000000,00000077,00000189,00000251,00000020
201812,="27705",DURHAM                      ,NC,00000362,00000000,00000098,00000254,00000323,00000039,00000316,00000000,00000093,00000214,00000280,00000036
201812,="27707",DURHAM                      ,NC,00000396,00000015,00000113,00000268,00000367,00000029,00000405,00000019,00000098,00000288,00000358,00000047
201812,="27709",DURHAM                      ,NC,00000017,00000000,00000000,00000000,00000017,00000000,00000017,00000000,00000000,00000000,00000016,00000000
201812,="27712",DURHAM                      ,NC,00000075,00000000,00000028,00000043,00000071,00000000,00000086,00000000,00000026,00000058,00000082,00000000
201812,="27713",DURHAM                      ,NC,00000447,00000017,00000126,00000304,00000424,00000023,00000431,00000016,00000100,00000315,00000391,00000040
201812,="27715",DURHAM                      ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="27717",DURHAM                      ,NC,00000012,00000000,00000000,00000000,00000011,00000000,00000020,00000000,00000000,00000011,00000016,00000000
201812,="27801",ROCKY MOUNT                 ,NC,00000119,00000000,00000042,00000074,00000111,00000000,00000123,00000000,00000046,00000076,00000117,00000000
201812,="27802",ROCKY MOUNT                 ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000012,00000000
201812,="27803",ROCKY MOUNT                 ,NC,00000108,00000000,00000039,00000064,00000096,00000012,00000117,00000000,00000038,00000078,00000109,00000000
201812,="27804",ROCKY MOUNT                 ,NC,00000213,00000000,00000062,00000142,00000200,00000013,00000204,00000011,00000065,00000128,00000181,00000023
201812,="27805",AULANDER                    ,NC,00000017,00000000,00000000,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27806",AURORA                      ,NC,00000017,00000000,00000000,00000000,00000015,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="27807",BAILEY                      ,NC,00000035,00000000,00000019,00000016,00000035,00000000,00000025,00000000,00000000,00000017,00000021,00000000
201812,="27808",BATH                        ,NC,00000011,00000000,00000000,00000000,00000011,00000000,00000011,00000000,00000000,00000000,00000000,00000000
201812,="27809",BATTLEBORO                  ,NC,00000013,00000000,00000000,00000011,00000013,00000000,00000017,00000000,00000000,00000013,00000017,00000000
201812,="27810",BELHAVEN                    ,NC,00000022,00000000,00000000,00000013,00000021,00000000,00000013,00000000,00000000,00000000,00000013,00000000
201812,="27813",BLACK CREEK                 ,NC,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27816",CASTALIA                    ,NC,00000013,00000000,00000000,00000000,00000013,00000000,00000016,00000000,00000000,00000000,00000015,00000000
201812,="27817",CHOCOWINITY                 ,NC,00000054,00000000,00000017,00000036,00000041,00000013,00000055,00000000,00000020,00000033,00000049,00000000
201812,="27820",CONWAY                      ,NC,00000011,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27822",ELM CITY                    ,NC,00000023,00000000,00000000,00000014,00000021,00000000,00000036,00000000,00000012,00000024,00000029,00000000
201812,="27823",ENFIELD                     ,NC,00000016,00000000,00000000,00000011,00000015,00000000,00000023,00000000,00000000,00000013,00000021,00000000
201812,="27828",FARMVILLE                   ,NC,00000045,00000000,00000017,00000027,00000042,00000000,00000051,00000000,00000017,00000032,00000048,00000000
201812,="27830",FREMONT                     ,NC,00000022,00000000,00000011,00000011,00000021,00000000,00000015,00000000,00000000,00000000,00000014,00000000
201812,="27832",GASTON                      ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="27834",GREENVILLE                  ,NC,00000474,00000018,00000139,00000317,00000454,00000020,00000401,00000000,00000140,00000255,00000380,00000021
201812,="27835",GREENVILLE                  ,NC,00000012,00000000,00000000,00000000,00000011,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="27836",GREENVILLE                  ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000
201812,="27837",GRIMESLAND                  ,NC,00000024,00000000,00000011,00000013,00000023,00000000,00000025,00000000,00000000,00000017,00000023,00000000
201812,="27839",HALIFAX                     ,NC,00000016,00000000,00000000,00000012,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27842",HENRICO                     ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000013,00000000,00000000,00000000,00000000,00000000
201812,="27844",HOLLISTER                   ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000016,00000000,00000000,00000000,00000016,00000000
201812,="27846",JAMESVILLE                  ,NC,00000011,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27850",LITTLETON                   ,NC,00000035,00000000,00000012,00000018,00000020,00000015,00000020,00000000,00000000,00000012,00000019,00000000
201812,="27851",LUCAMA                      ,NC,00000034,00000000,00000015,00000019,00000033,00000000,00000021,00000000,00000000,00000014,00000021,00000000
201812,="27852",MACCLESFIELD                ,NC,00000014,00000000,00000000,00000000,00000011,00000000,00000013,00000000,00000000,00000011,00000013,00000000
201812,="27855",MURFREESBORO                ,NC,00000030,00000000,00000000,00000022,00000030,00000000,00000030,00000000,00000000,00000020,00000028,00000000
201812,="27856",NASHVILLE                   ,NC,00000070,00000000,00000028,00000041,00000066,00000000,00000080,00000000,00000029,00000048,00000077,00000000
201812,="27858",GREENVILLE                  ,NC,00000381,00000000,00000111,00000260,00000348,00000033,00000323,00000000,00000107,00000210,00000302,00000021
201812,="27863",PIKEVILLE                   ,NC,00000057,00000000,00000021,00000036,00000055,00000000,00000060,00000000,00000022,00000037,00000057,00000000
201812,="27864",PINETOPS                    ,NC,00000020,00000000,00000000,00000013,00000017,00000000,00000014,00000000,00000000,00000000,00000013,00000000
201812,="27869",RICH SQUARE                 ,NC,00000012,00000000,00000000,00000000,00000011,00000000,00000014,00000000,00000000,00000000,00000013,00000000
201812,="27870",ROANOKE RAPIDS              ,NC,00000157,00000000,00000051,00000101,00000148,00000000,00000147,00000000,00000038,00000107,00000139,00000000
201812,="27871",ROBERSONVILLE               ,NC,00000015,00000000,00000000,00000000,00000015,00000000,00000014,00000000,00000000,00000012,00000000,00000000
201812,="27874",SCOTLAND NECK               ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="27880",SIMS                        ,NC,00000011,00000000,00000000,00000000,00000011,00000000,00000016,00000000,00000000,00000000,00000013,00000000
201812,="27882",SPRING HOPE                 ,NC,00000033,00000000,00000000,00000026,00000029,00000000,00000032,00000000,00000000,00000022,00000030,00000000
201812,="27883",STANTONSBURG                ,NC,00000012,00000000,00000000,00000000,00000012,00000000,00000013,00000000,00000000,00000000,00000013,00000000
201812,="27886",TARBORO                     ,NC,00000116,00000000,00000043,00000067,00000109,00000000,00000103,00000000,00000037,00000063,00000095,00000000
201812,="27889",WASHINGTON                  ,NC,00000133,00000000,00000051,00000073,00000120,00000013,00000160,00000000,00000050,00000104,00000141,00000019
201812,="27890",WELDON                      ,NC,00000028,00000000,00000000,00000018,00000024,00000000,00000021,00000000,00000000,00000017,00000019,00000000
201812,="27891",WHITAKERS                   ,NC,00000018,00000000,00000000,00000012,00000016,00000000,00000011,00000000,00000000,00000000,00000011,00000000
201812,="27892",WILLIAMSTON                 ,NC,00000078,00000000,00000028,00000049,00000076,00000000,00000064,00000000,00000023,00000040,00000062,00000000
201812,="27893",WILSON                      ,NC,00000211,00000000,00000061,00000150,00000196,00000015,00000227,00000000,00000072,00000149,00000208,00000019
201812,="27896",WILSON                      ,NC,00000114,00000000,00000039,00000066,00000102,00000012,00000100,00000000,00000037,00000061,00000093,00000000
201812,="27897",WOODLAND                    ,NC,00000014,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27909",ELIZABETH CITY              ,NC,00000258,00000000,00000105,00000147,00000245,00000013,00000226,00000000,00000071,00000149,00000219,00000000
201812,="27910",AHOSKIE                     ,NC,00000063,00000000,00000024,00000038,00000061,00000000,00000042,00000000,00000000,00000032,00000041,00000000
201812,="27915",AVON                        ,NC,00000017,00000000,00000000,00000013,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27917",BARCO                       ,NC,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="27921",CAMDEN                      ,NC,00000037,00000000,00000011,00000024,00000035,00000000,00000031,00000000,00000013,00000017,00000030,00000000
201812,="27923",COINJOCK                    ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000011,00000000
201812,="27925",COLUMBIA                    ,NC,00000039,00000000,00000025,00000013,00000037,00000000,00000018,00000000,00000015,00000000,00000017,00000000
201812,="27926",CORAPEAKE                   ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000011,00000000
201812,="27927",COROLLA                     ,NC,00000022,00000000,00000000,00000015,00000013,00000000,00000024,00000000,00000013,00000011,00000018,00000000
201812,="27929",CURRITUCK                   ,NC,00000012,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000000,00000000
201812,="27932",EDENTON                     ,NC,00000071,00000000,00000020,00000045,00000058,00000013,00000065,00000000,00000025,00000035,00000056,00000000
201812,="27937",GATES                       ,NC,00000017,00000000,00000000,00000000,00000015,00000000,00000021,00000000,00000000,00000015,00000021,00000000
201812,="27939",GRANDY                      ,NC,00000017,00000000,00000000,00000014,00000016,00000000,00000017,00000000,00000000,00000000,00000015,00000000
201812,="27944",HERTFORD                    ,NC,00000061,00000000,00000022,00000038,00000055,00000000,00000057,00000000,00000017,00000040,00000050,00000000
201812,="27947",JARVISBURG                  ,NC,00000011,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000000,00000000
201812,="27948",KILL DEVIL HILLS            ,NC,00000124,00000000,00000037,00000079,00000098,00000026,00000090,00000000,00000030,00000053,00000078,00000012
201812,="27949",KITTY HAWK                  ,NC,00000091,00000011,00000045,00000035,00000049,00000042,00000082,00000000,00000031,00000046,00000067,00000015
201812,="27950",KNOTTS ISLAND               ,NC,00000014,00000000,00000012,00000000,00000014,00000000,00000015,00000000,00000011,00000000,00000015,00000000
201812,="27954",MANTEO                      ,NC,00000047,00000000,00000025,00000021,00000032,00000015,00000048,00000000,00000020,00000025,00000038,00000000
201812,="27958",MOYOCK                      ,NC,00000063,00000000,00000027,00000036,00000057,00000000,00000087,00000000,00000039,00000048,00000082,00000000
201812,="27959",NAGS HEAD                   ,NC,00000035,00000000,00000011,00000024,00000020,00000015,00000019,00000000,00000000,00000000,00000014,00000000
201812,="27962",PLYMOUTH                    ,NC,00000025,00000000,00000000,00000015,00000022,00000000,00000029,00000000,00000000,00000019,00000026,00000000
201812,="27976",SOUTH MILLS                 ,NC,00000014,00000000,00000000,00000000,00000011,00000000,00000033,00000000,00000000,00000022,00000032,00000000
201812,="27981",WANCHESE                    ,NC,00000020,00000000,00000000,00000011,00000020,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="27983",WINDSOR                     ,NC,00000025,00000000,00000000,00000019,00000020,00000000,00000020,00000000,00000000,00000013,00000019,00000000
201812,="28001",ALBEMARLE                   ,NC,00000116,00000000,00000024,00000090,00000112,00000000,00000131,00000000,00000036,00000092,00000118,00000013
201812,="28009",BADIN                       ,NC,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="28012",BELMONT                     ,NC,00000154,00000018,00000043,00000093,00000144,00000000,00000233,00000024,00000066,00000143,00000221,00000012
201812,="28016",BESSEMER CITY               ,NC,00000084,00000000,00000020,00000063,00000078,00000000,00000074,00000000,00000023,00000049,00000073,00000000
201812,="28018",BOSTIC                      ,NC,00000030,00000000,00000000,00000018,00000024,00000000,00000022,00000000,00000000,00000017,00000021,00000000
201812,="28021",CHERRYVILLE                 ,NC,00000058,00000000,00000019,00000038,00000057,00000000,00000051,00000000,00000014,00000037,00000049,00000000
201812,="28023",CHINA GROVE                 ,NC,00000056,00000000,00000016,00000039,00000048,00000000,00000074,00000000,00000024,00000049,00000068,00000000
201812,="28025",CONCORD                     ,NC,00000324,00000012,00000096,00000216,00000309,00000015,00000385,00000000,00000117,00000261,00000371,00000014
201812,="28027",CONCORD                     ,NC,00000489,00000014,00000172,00000303,00000471,00000018,00000590,00000015,00000199,00000376,00000555,00000035
201812,="28031",CORNELIUS                   ,NC,00000247,00000028,00000085,00000134,00000220,00000027,00000311,00000020,00000099,00000192,00000278,00000033
201812,="28032",CRAMERTON                   ,NC,00000017,00000000,00000000,00000000,00000017,00000000,00000021,00000000,00000000,00000015,00000020,00000000
201812,="28033",CROUSE                      ,NC,00000015,00000000,00000000,00000011,00000015,00000000,00000014,00000000,00000000,00000013,00000013,00000000
201812,="28034",DALLAS                      ,NC,00000082,00000000,00000025,00000055,00000075,00000000,00000074,00000000,00000029,00000042,00000070,00000000
201812,="28036",DAVIDSON                    ,NC,00000113,00000000,00000054,00000058,00000101,00000012,00000126,00000000,00000059,00000058,00000121,00000000
201812,="28037",DENVER                      ,NC,00000124,00000000,00000047,00000071,00000109,00000015,00000197,00000011,00000078,00000108,00000179,00000018
201812,="28040",ELLENBORO                   ,NC,00000019,00000000,00000013,00000000,00000018,00000000,00000042,00000000,00000016,00000025,00000038,00000000
201812,="28043",FOREST CITY                 ,NC,00000110,00000000,00000039,00000069,00000100,00000000,00000105,00000000,00000039,00000062,00000100,00000000
201812,="28052",GASTONIA                    ,NC,00000236,00000000,00000064,00000166,00000219,00000017,00000222,00000000,00000082,00000137,00000215,00000000
201812,="28054",GASTONIA                    ,NC,00000292,00000012,00000091,00000189,00000281,00000011,00000282,00000000,00000084,00000193,00000260,00000022
201812,="28055",GASTONIA                    ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000013,00000000
201812,="28056",GASTONIA                    ,NC,00000137,00000000,00000044,00000092,00000128,00000000,00000162,00000000,00000045,00000113,00000151,00000011
201812,="28070",HUNTERSVILLE                ,NC,00000011,00000000,00000000,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000014,00000000
201812,="28071",GOLD HILL                   ,NC,00000013,00000000,00000000,00000012,00000013,00000000,00000011,00000000,00000000,00000000,00000011,00000000
201812,="28073",GROVER                      ,NC,00000039,00000000,00000011,00000028,00000038,00000000,00000025,00000000,00000000,00000018,00000025,00000000
201812,="28075",HARRISBURG                  ,NC,00000076,00000000,00000036,00000037,00000071,00000000,00000112,00000000,00000049,00000058,00000103,00000000
201812,="28078",HUNTERSVILLE                ,NC,00000448,00000012,00000172,00000264,00000424,00000024,00000513,00000026,00000164,00000323,00000476,00000037
201812,="28079",INDIAN TRAIL                ,NC,00000242,00000037,00000084,00000121,00000230,00000012,00000239,00000000,00000106,00000125,00000213,00000026
201812,="28080",IRON STATION                ,NC,00000028,00000000,00000011,00000017,00000027,00000000,00000033,00000000,00000011,00000021,00000032,00000000
201812,="28081",KANNAPOLIS                  ,NC,00000172,00000000,00000049,00000122,00000165,00000000,00000147,00000000,00000039,00000105,00000136,00000011
201812,="28082",KANNAPOLIS                  ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000000,00000000
201812,="28083",KANNAPOLIS                  ,NC,00000146,00000000,00000043,00000101,00000141,00000000,00000123,00000000,00000033,00000087,00000112,00000011
201812,="28086",KINGS MOUNTAIN              ,NC,00000126,00000000,00000045,00000080,00000119,00000000,00000147,00000000,00000049,00000097,00000137,00000000
201812,="28088",LANDIS                      ,NC,00000031,00000000,00000000,00000026,00000030,00000000,00000027,00000000,00000000,00000017,00000027,00000000
201812,="28090",LAWNDALE                    ,NC,00000030,00000000,00000000,00000023,00000030,00000000,00000041,00000000,00000000,00000031,00000041,00000000
201812,="28092",LINCOLNTON                  ,NC,00000230,00000000,00000056,00000173,00000221,00000000,00000244,00000000,00000075,00000163,00000232,00000012
201812,="28097",LOCUST                      ,NC,00000032,00000000,00000011,00000020,00000031,00000000,00000058,00000000,00000019,00000032,00000058,00000000
201812,="28098",LOWELL                      ,NC,00000016,00000000,00000000,00000000,00000016,00000000,00000022,00000000,00000000,00000013,00000019,00000000
201812,="28103",MARSHVILLE                  ,NC,00000039,00000000,00000014,00000024,00000038,00000000,00000047,00000000,00000022,00000024,00000043,00000000
201812,="28104",MATTHEWS                    ,NC,00000111,00000000,00000049,00000057,00000105,00000000,00000212,00000013,00000087,00000112,00000196,00000016
201812,="28105",MATTHEWS                    ,NC,00000266,00000013,00000081,00000172,00000250,00000016,00000289,00000018,00000086,00000185,00000265,00000024
201812,="28106",MATTHEWS                    ,NC,00000018,00000000,00000000,00000012,00000016,00000000,00000023,00000000,00000000,00000000,00000023,00000000
201812,="28107",MIDLAND                     ,NC,00000034,00000000,00000014,00000019,00000031,00000000,00000060,00000000,00000029,00000029,00000060,00000000
201812,="28110",MONROE                      ,NC,00000263,00000000,00000080,00000176,00000246,00000017,00000267,00000000,00000064,00000193,00000256,00000011
201812,="28111",MONROE                      ,NC,00000013,00000000,00000000,00000000,00000013,00000000,00000013,00000000,00000000,00000000,00000000,00000000
201812,="28112",MONROE                      ,NC,00000115,00000000,00000036,00000074,00000109,00000000,00000119,00000000,00000034,00000080,00000113,00000000
201812,="28114",MOORESBORO                  ,NC,00000032,00000000,00000012,00000020,00000028,00000000,00000029,00000000,00000000,00000019,00000028,00000000
201812,="28115",MOORESVILLE                 ,NC,00000288,00000017,00000094,00000177,00000272,00000016,00000341,00000000,00000119,00000213,00000315,00000026
201812,="28117",MOORESVILLE                 ,NC,00000415,00000024,00000158,00000233,00000367,00000048,00000424,00000029,00000149,00000246,00000377,00000047
201812,="28119",MORVEN                      ,NC,00000012,00000000,00000000,00000011,00000012,00000000,00000011,00000000,00000000,00000000,00000011,00000000
201812,="28120",MOUNT HOLLY                 ,NC,00000168,00000000,00000058,00000105,00000158,00000000,00000152,00000000,00000044,00000108,00000139,00000013
201812,="28124",MOUNT PLEASANT              ,NC,00000019,00000000,00000000,00000015,00000019,00000000,00000015,00000000,00000000,00000000,00000015,00000000
201812,="28127",NEW LONDON                  ,NC,00000037,00000000,00000000,00000028,00000033,00000000,00000024,00000000,00000000,00000018,00000021,00000000
201812,="28128",NORWOOD                     ,NC,00000023,00000000,00000000,00000013,00000022,00000000,00000031,00000000,00000000,00000021,00000027,00000000
201812,="28129",OAKBORO                     ,NC,00000029,00000000,00000000,00000015,00000027,00000000,00000025,00000000,00000011,00000012,00000025,00000000
201812,="28134",PINEVILLE                   ,NC,00000130,00000000,00000031,00000091,00000126,00000000,00000112,00000000,00000030,00000079,00000107,00000000
201812,="28135",POLKTON                     ,NC,00000015,00000000,00000000,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="28137",RICHFIELD                   ,NC,00000000,00000000,00000000,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000014,00000000
201812,="28138",ROCKWELL                    ,NC,00000041,00000000,00000012,00000029,00000039,00000000,00000044,00000000,00000015,00000028,00000039,00000000
201812,="28139",RUTHERFORDTON               ,NC,00000104,00000000,00000037,00000059,00000093,00000011,00000104,00000000,00000031,00000069,00000091,00000013
201812,="28144",SALISBURY                   ,NC,00000151,00000000,00000046,00000099,00000142,00000000,00000130,00000000,00000042,00000084,00000122,00000000
201812,="28145",SALISBURY                   ,NC,00000022,00000000,00000016,00000000,00000022,00000000,00000011,00000000,00000000,00000000,00000000,00000000
201812,="28146",SALISBURY                   ,NC,00000118,00000000,00000038,00000078,00000107,00000011,00000162,00000000,00000042,00000117,00000155,00000000
201812,="28147",SALISBURY                   ,NC,00000115,00000000,00000038,00000077,00000108,00000000,00000117,00000000,00000032,00000085,00000111,00000000
201812,="28150",SHELBY                      ,NC,00000138,00000000,00000041,00000095,00000129,00000000,00000163,00000000,00000041,00000116,00000155,00000000
201812,="28151",SHELBY                      ,NC,00000014,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000000
201812,="28152",SHELBY                      ,NC,00000148,00000000,00000036,00000111,00000143,00000000,00000111,00000000,00000036,00000074,00000107,00000000
201812,="28159",SPENCER                     ,NC,00000017,00000000,00000000,00000013,00000017,00000000,00000019,00000000,00000000,00000014,00000019,00000000
201812,="28160",SPINDALE                    ,NC,00000037,00000000,00000014,00000022,00000036,00000000,00000031,00000000,00000012,00000019,00000030,00000000
201812,="28163",STANFIELD                   ,NC,00000017,00000000,00000000,00000000,00000017,00000000,00000018,00000000,00000000,00000011,00000017,00000000
201812,="28164",STANLEY                     ,NC,00000059,00000000,00000020,00000035,00000048,00000011,00000074,00000012,00000018,00000044,00000066,00000000
201812,="28166",TROUTMAN                    ,NC,00000054,00000000,00000013,00000038,00000052,00000000,00000081,00000000,00000025,00000053,00000074,00000000
201812,="28167",UNION MILLS                 ,NC,00000011,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000011,00000000
201812,="28168",VALE                        ,NC,00000061,00000000,00000013,00000048,00000059,00000000,00000061,00000000,00000015,00000046,00000059,00000000
201812,="28170",WADESBORO                   ,NC,00000069,00000000,00000028,00000035,00000066,00000000,00000071,00000000,00000024,00000044,00000066,00000000
201812,="28173",MARVIN                      ,NC,00000244,00000000,00000117,00000118,00000225,00000019,00000332,00000023,00000156,00000153,00000297,00000035
201812,="28174",WINGATE                     ,NC,00000031,00000000,00000000,00000022,00000028,00000000,00000041,00000000,00000013,00000027,00000037,00000000
201812,="28202",CHARLOTTE                   ,NC,00000350,00000016,00000067,00000267,00000330,00000020,00000273,00000025,00000044,00000204,00000259,00000014
201812,="28203",CHARLOTTE                   ,NC,00000337,00000028,00000053,00000256,00000323,00000014,00000261,00000023,00000027,00000211,00000243,00000018
201812,="28204",CHARLOTTE                   ,NC,00000156,00000000,00000025,00000124,00000148,00000000,00000170,00000000,00000023,00000139,00000156,00000014
201812,="28205",CHARLOTTE                   ,NC,00000540,00000018,00000111,00000411,00000517,00000023,00000495,00000000,00000080,00000409,00000468,00000027
